_id,Country,CancerSiteICD10Code,CancerSite,Sex,SexQF,Year,IncidencesAgeUnder5,IncidencesAge5To9,IncidencesAge10To14,IncidencesAge15To19,IncidencesAge20To24,IncidencesAge25To29,IncidencesAge30To34,IncidencesAge35To39,IncidencesAge40To44,IncidencesAge45To49,IncidencesAge50To54,IncidencesAge55To59,IncidencesAge60To64,IncidencesAge65To69,IncidencesAge70To74,IncidencesAge75To79,IncidencesAge80To84,IncidencesAge85To89,IncidencesAge90AndOver,IncidencesAllAges,IncidenceRateAgeUnder5,IncidenceRateAge5To9,IncidenceRateAge10To14,IncidenceRateAge15To19,IncidenceRateAge20To24,IncidenceRateAge25To29,IncidenceRateAge30To34,IncidenceRateAge35To39,IncidenceRateAge40To44,IncidenceRateAge45To49,IncidenceRateAge50To54,IncidenceRateAge55To59,IncidenceRateAge60To64,IncidenceRateAge65To69,IncidenceRateAge70To74,IncidenceRateAge75To79,IncidenceRateAge80To84,IncidenceRateAge85To89,IncidenceRateAge90AndOver,CrudeRate,CrudeRateLower95pcConfidenceInterval,CrudeRateUpper95pcConfidenceInterval,EASR,EASRLower95pcConfidenceInterval,EASRLower95pcConfidenceIntervalQF,EASRUpper95pcConfidenceInterval,EASRUpper95pcConfidenceIntervalQF,WASR,WASRLower95pcConfidenceInterval,WASRLower95pcConfidenceIntervalQF,WASRUpper95pcConfidenceInterval,WASRUpper95pcConfidenceIntervalQF,StandardisedIncidenceRatio,StandardisedIncidenceRatioQF
2488,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2006,2,0,0,0,0,1,0,0,3,1,7,9,9,10,17,27,19,13,6,124,1.5305732,0,0,0,0,0.636699351,0,0,1.428564626,0.51593198,4.096705663,5.121260058,6.217315916,7.685627109,14.45676577,27.37476047,25.48214908,29.72515663,25.47338032,4.665274107,3.880333631,5.562372988,4.821738716,4.007318717, ,5.710377888, ,2.071699493,1.636536382, ,2.557390527, ,100, 
2489,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2007,2,0,0,0,0,1,0,0,2,7,4,7,6,12,22,34,14,12,5,128,1.497174084,0,0,0,0,0.606991326,0,0,0.949261949,3.5379981,2.280475707,4.140541819,3.858148732,9.204006811,18.6919064,34.01836992,18.94195643,26.12899011,21.88662727,4.787837098,3.9943778,5.692753961,4.971544356,4.144455802, ,5.872763944, ,2.13987763,1.703752878, ,2.624953246, ,100, 
2490,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2008,0,0,0,0,0,1,0,0,1,5,8,11,11,8,19,28,18,10,4,124,0,0,0,0,0,0.588204154,0,0,0.47637649,2.473068286,4.451443102,6.606130489,6.824371693,6.051574544,15.98586513,27.87400948,24.35789873,21.05218837,17.98803795,4.613778379,3.837502149,5.500974999,4.743916093,3.942535584, ,5.618338022, ,1.98598508,1.610910097, ,2.399726947, ,100, 
2491,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2009,0,0,0,0,0,0,0,1,4,3,3,6,11,11,21,20,19,11,7,117,0,0,0,0,0,0,0,0.542879323,1.925882415,1.457995159,1.627568846,3.618272275,6.652756358,8.205526049,17.52146379,19.89337153,25.53935076,22.5354421,31.77196805,4.333444077,3.583876319,5.19351899,4.440502946,3.66820661, ,5.285479813, ,1.778090221,1.434287899, ,2.158275211, ,100, 
2492,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2010,0,0,0,0,3,0,0,1,3,2,1,10,15,18,18,22,18,14,6,131,0,0,0,0,1.687061364,0,0,0.560824187,1.468198814,0.955132644,0.530830644,5.993155816,8.873534388,13.32287241,14.96781919,21.75568367,23.84706085,29.36919172,24.63559844,4.826855889,4.035723887,5.727744799,4.903686584,4.096419196, ,5.782480179, ,2.109900693,1.718692926, ,2.540622563, ,100, 
2493,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2011,3,0,0,0,1,0,0,2,2,2,5,6,14,22,25,22,19,20,11,154,2.085650723,0,0,0,0.545003679,0,0,1.165283863,0.986237062,0.949843513,2.595784446,3.546853941,8.147350656,15.94226003,20.88502377,21.62034671,24.92980292,42.08931352,42.11816059,5.641852286,4.785977261,6.606619028,5.716825465,4.845700869, ,6.65889541, ,2.524836137,2.05113921, ,3.047009009, ,100, 
2494,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2012,0,0,0,0,0,0,2,0,0,3,4,8,17,17,30,28,32,25,14,180,0,0,0,0,0,0,1.179043678,0,0,1.423642912,2.036027507,4.621953122,10.31328108,11.45591159,25.01792952,27.39940504,41.17715183,52.63601145,51.73496914,6.578202031,5.652279918,7.612537574,6.55130506,5.624962776, ,7.547220778, ,2.440832545,2.051940393, ,2.86297261, ,100, 
2495,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2013,1,0,0,0,0,0,2,0,3,6,5,12,12,28,23,30,26,25,9,182,0.695197575,0,0,0,0,0,1.151417107,0,1.554952004,2.86027554,2.492833105,6.777478439,7.393624231,18.20759257,18.92567968,29.03797199,33.30387222,52.55965521,32.87791335,6.639863992,5.710215572,7.677725211,6.53631101,5.61776939, ,7.523382783, ,2.717399774,2.273584414, ,3.200199162, ,100, 
2496,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2014,1,0,0,0,0,0,0,1,2,8,10,14,14,23,32,44,22,21,8,200,0.701660831,0,0,0,0,0,0,0.624282076,1.077539761,3.849485131,4.896775963,7.708911502,8.658169292,14.56258429,25.92184564,42.12461226,27.91134342,43.52331606,28.00630142,7.269898621,6.297218271,8.350277589,7.199733501,6.232889931, ,8.235267806, ,3.021682244,2.555367167, ,3.526502098, ,100, 
2497,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2015,1,0,0,1,0,0,1,1,2,5,11,14,15,30,27,35,31,24,14,212,0.704771302,0,0,0.674690992,0,0,0.562113547,0.614733943,1.113182868,2.447944461,5.286656958,7.537052689,9.216533232,18.57953279,21.7034822,33.37592737,39.08170598,49.09381009,49.34442408,7.674122028,6.675802878,8.77962252,7.463140195,6.488543965, ,8.504931302, ,3.130602175,2.650401286, ,3.650193612, ,100, 
2498,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2016,0,0,0,0,1,1,1,0,2,2,15,12,22,28,29,35,26,23,5,202,0,0,0,0,0.548609549,0.531985636,0.556768073,0,1.158017243,0.98605229,7.168047711,6.312998464,13.32154578,17.06723883,22.80770743,33.54707613,32.41208223,46.28604778,17.21170396,7.273520748,6.305011142,8.348703666,7.060187854,6.116293477, ,8.070822576, ,3.03578261,2.583259017, ,3.524291282, ,100, 
2499,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2017,2,0,0,0,0,0,0,0,2,3,6,11,20,25,26,35,33,20,15,198,1.459960581,0,0,0,0,0,0,0,1.208021261,1.502930715,2.861626071,5.661960377,11.82920987,15.85358894,18.95361467,33.44449647,40.81178347,39.50305161,51.12997239,7.110791884,6.15478107,8.173220572,6.822406578,5.902059297, ,7.808461543, ,2.792607354,2.331885913, ,3.294246865, ,100, 
2500,S92000003,C22,Liver and intrahepatic bile ducts,Female, ,2018,0,0,0,0,0,1,0,1,1,3,3,9,17,24,31,28,28,28,20,194,0,0,0,0,0,0.521354688,0,0.56418126,0.617485968,1.548578921,1.436657759,4.531539515,9.823012429,15.44411483,21.73760606,26.39990194,34.17384724,54.94828973,68.24308186,6.955027858,6.010721328,8.005592303,6.560199411,5.666519726, ,7.51835814, ,2.483495188,2.097965741, ,2.901064041, ,100, 
2501,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,1994,0,0,0,0,1,0,6,14,35,88,191,351,608,892,1056,749,516,214,57,4778,0,0,0,0,0.269011008,0,1.483232062,3.834870477,10.45881319,25.67371624,66.31875362,127.6804714,233.0510911,371.0729499,487.3996123,542.7732889,488.6502457,395.023443,253.5361623,93.64569471,91.00901142,96.33938181,129.4622089,125.5524601, ,133.4310681, ,54.15206402,52.54204352, ,55.7860429, ,100, 
2502,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,1995,0,0,0,0,0,0,2,12,45,106,190,327,598,887,1004,783,498,236,48,4736,0,0,0,0,0,0,0.489747144,3.200896251,13.40386746,30.22250607,65.49510855,118.6773464,230.3614903,369.055891,476.0076047,539.9478671,468.6838266,421.9786507,203.6400662,92.79560475,90.17137905,95.47681895,124.9152875,121.2029132, ,128.6828811, ,53.00529062,51.41623595, ,54.61819169, ,100, 
2503,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,1996,0,0,1,1,0,2,3,19,35,117,209,406,563,929,1010,804,531,210,63,4903,0,0,0.3133156,0.322116174,0,0.510954872,0.737776882,4.97210388,10.29972191,32.9416932,70.4636101,148.7184935,217.6156591,388.3714319,484.3474258,531.6300014,505.8347226,370.2397743,258.6631631,96.28470265,93.60825348,99.01826424,128.0841415,124.3220947, ,131.9014826, ,54.60085159,52.98927722, ,56.23623073, ,100, 
2504,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,1997,0,0,0,0,1,1,3,12,34,92,192,346,560,844,980,857,480,230,75,4707,0,0,0,0,0.310508862,0.263859205,0.739316871,3.088310231,9.786651008,27.04712962,60.33713373,126.6415824,217.000434,351.8000575,475.6219485,541.0148605,470.6205328,398.8554583,299.9160235,92.59659987,89.97000514,95.28041211,123.3974092,119.6931009, ,127.157382, ,51.42231135,49.8726807, ,52.99531982, ,100, 
2505,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,1998,0,0,0,0,0,2,4,10,45,81,209,340,555,853,991,826,456,213,64,4649,0,0,0,0,0,0.550462251,0.994329834,2.536030656,12.67252231,24.23712889,63.31644895,122.9923311,213.0510056,355.7650199,481.7250716,502.1185024,466.1909338,362.9176535,245.3329244,91.56856218,88.95509236,94.23932192,119.8746103,116.2723383, ,123.5310702, ,50.61803699,49.08514, ,52.17417486, ,100, 
2506,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,1999,0,0,0,0,0,3,6,13,25,85,194,317,538,725,963,899,448,244,66,4526,0,0,0,0,0,0.866981863,1.51320651,3.257443258,6.884890145,25.55883644,57.39695914,112.9033981,205.0539315,303.7170781,468.1324771,528.3138619,474.8177039,413.2721329,243.5873777,89.23589546,86.65487699,91.87426549,115.4581778,111.9694111, ,118.9997199, ,47.90543334,46.42815173, ,49.40552866, ,100, 
2507,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2000,0,0,0,1,0,2,3,13,32,89,214,342,525,725,931,862,503,232,93,4567,0,0,0,0.314568286,0,0.606112034,0.775728991,3.225342258,8.618275052,26.69818452,61.87421031,120.8510458,199.440806,303.8074406,450.6859527,518.7240111,500.8214268,390.8026615,328.668363,90.20450568,87.60712421,92.85933948,115.2035866,111.736594, ,118.7228099, ,47.78817915,46.31729888, ,49.28173067, ,100, 
2508,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2001,0,0,0,2,0,0,4,5,28,77,226,315,543,681,916,828,455,237,69,4386,0,0,0,0.629713008,0,0,1.049216104,1.239980954,7.390046663,22.76705459,64.40893403,108.5690258,207.6076941,284.3851268,442.1318866,499.9516955,428.7235346,398.9294551,234.8136804,86.60795387,84.06357231,89.20977929,109.501302,106.1626842, ,112.8908866, ,45.87382662,44.43505477, ,47.33520266, ,100, 
2509,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2002,0,0,0,0,2,2,3,8,36,97,175,313,570,765,949,882,573,256,73,4704,0,0,0,0,0.618857836,0.663596427,0.809421668,1.986580648,9.321932955,28.01881015,51.92662619,100.3372357,217.4095462,319.2808043,453.6090359,536.5420413,511.8539296,440.9991387,246.0397708,92.85432294,90.21958387,95.54647545,116.3026462,112.8752216, ,119.7806178, ,48.02854415,46.56829502, ,49.51102199, ,100, 
2510,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2003,0,0,0,1,0,2,4,15,48,90,129,345,534,753,889,838,605,231,77,4561,0,0,0,0.311602196,0,0.682179427,1.11550185,3.746796489,12.21775086,25.4501855,38.90862806,106.484768,201.1253983,310.8756951,422.9003639,509.1779632,520.604762,416.5915239,257.8959708,89.98717569,87.39436069,92.63738019,111.3612387,108.0194366, ,114.7532398, ,45.77637967,44.362021, ,47.21262331, ,100, 
2511,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2004,0,0,0,0,0,1,0,16,38,84,201,346,569,767,868,867,661,232,97,4747,0,0,0,0,0,0.338930201,0,4.032075158,9.521136924,23.19916483,60.83829725,103.9663462,210.2703582,313.48603,412.3672159,523.8828968,548.9303747,429.438768,321.5647273,93.36585174,90.72853889,96.06037011,113.6306759,110.2868755, ,117.023717, ,46.78665963,45.36576523, ,48.22915903, ,100, 
2512,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2005,0,0,0,1,1,0,3,11,38,91,171,393,520,724,897,864,626,270,92,4702,0,0,0,0.30980086,0.297914302,0,0.898031515,2.82025972,9.358545584,24.53729669,51.52790794,115.1540368,190.1606492,294.5004881,423.9871811,516.4437112,529.3600325,459.5666457,300.5553741,92.01205432,89.40066336,94.68036219,111.6191218,108.3293203, ,114.9574465, ,45.58618686,44.19841079, ,46.99511605, ,100, 
2513,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2006,1,0,0,0,2,2,2,13,29,81,182,359,559,780,880,909,624,312,94,4829,0.373291724,0,0,0,0.590969397,0.640711446,0.621594826,3.363605785,7.113509536,21.38822802,54.07284385,103.6439959,199.2528908,319.2416782,413.5843665,539.0915507,528.0081232,493.4600724,306.7084312,94.0775375,91.44262114,96.76911429,113.0695387,109.789884, ,116.396788, ,46.16825396,44.77829529, ,47.57916124, ,100, 
2514,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2007,0,0,0,1,3,0,5,14,35,109,163,386,616,774,833,921,662,333,108,4963,0,0,0,0.303701207,0.878274133,0,1.604708858,3.686344726,8.554738103,28.16195449,47.24117344,115.9082583,203.4742569,315.154279,389.4889419,536.6976487,559.8261325,498.0556386,361.8211665,95.99613153,93.34377049,98.7047438,113.6614662,110.404601, ,116.9650142, ,46.45511381,45.07731956, ,47.85335986, ,100, 
2515,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2008,0,0,0,1,3,2,6,19,32,99,173,340,615,785,861,899,671,359,93,4958,0,0,0,0.303834082,0.865338852,0.594388968,1.957413213,5.136884453,7.847407168,25.05003682,49.04656872,103.7597656,195.2560712,314.7516269,396.9626136,518.0123078,562.8439136,516.0937882,319.1927512,95.29300967,92.65875773,97.98315727,111.2073715,108.0185233, ,114.441961, ,45.45883588,44.10821612, ,46.82953989, ,100, 
2516,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2009,0,0,0,0,1,2,4,12,44,75,178,374,569,795,969,921,715,380,108,5147,0,0,0,0,0.286778644,0.58828028,1.2926034,3.356446195,10.89036129,18.6750198,49.29027542,114.7045744,175.9909932,312.9835005,441.1383098,526.9511783,591.701286,526.170036,371.4914695,98.37726256,95.70780469,101.1023014,114.954569,111.7206672, ,118.2339677, ,46.081447,44.74158012, ,47.4408063, ,100, 
2517,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2010,0,0,1,2,2,4,3,9,26,77,193,342,552,787,955,877,732,354,136,5052,0,0,0.338179445,0.602725525,0.56541418,1.16651745,0.950823413,2.594295433,6.553509404,18.85147972,52.28878582,104.5008708,166.6093193,306.2459384,431.9468818,495.2004517,594.464657,495.2364964,419.3647857,96.005473,93.3761615,98.69004781,110.7889452,107.6569415, ,113.9652316, ,44.33851539,43.03265496, ,45.66362283, ,100, 
2518,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2011,0,0,0,0,0,1,3,11,36,92,151,337,571,803,958,942,754,415,137,5211,0,0,0,0,0,0.288726112,0.926537898,3.272825728,9.144854495,22.39701633,40.01940013,101.5292657,169.7066245,303.6915734,434.7293379,525.833966,601.2950971,577.3913043,389.547613,98.32260986,95.67095793,101.029128,112.2115442,109.1094462, ,115.3565188, ,44.42134367,43.13346006, ,45.72790879, ,100, 
2519,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2012,0,0,0,1,0,1,5,10,23,66,180,337,619,855,936,944,769,422,124,5292,0,0,0,0.313542529,0,0.287908975,1.501785623,3.105696157,5.96672642,16.08712396,46.78885489,99.32330473,191.8648082,299.2178341,422.4913448,522.7049984,597.8527059,583.5015625,335.9978323,99.59349593,96.92806574,102.3136489,111.1224636,108.0784193, ,114.2081941, ,44.35977864,43.08118143, ,45.65681291, ,100, 
2520,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2013,0,0,0,0,0,2,6,11,34,103,185,384,565,815,1012,919,736,424,159,5355,0,0,0,0,0,0.568060783,1.761033609,3.501957913,9.084205239,25.25642629,47.14144472,110.8474635,178.0598722,274.0582819,449.9377556,500.7001084,564.7419912,580.5197295,421.862563,100.5124162,97.83815735,103.2412516,111.2754749,108.2422767, ,114.350003, ,44.6258721,43.34597801, ,45.92412918, ,100, 
2521,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2014,0,0,0,1,1,2,4,7,35,84,179,372,582,892,1061,997,746,402,171,5536,0,0,0,0.324389904,0.271340231,0.559349812,1.163866598,2.222525615,9.69829975,20.80866433,44.90323228,104.8912599,184.2880213,291.9067862,462.0375814,534.8310749,563.2611765,537.2248727,432.342233,103.5230758,100.8138174,106.2867034,112.7409505,109.7297759, ,115.7923164, ,45.15444931,43.8792917, ,46.44761687, ,100, 
2522,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2015,0,1,0,0,1,4,8,10,31,77,161,343,581,839,957,925,721,387,152,5198,0,0.342048735,0,0,0.271983028,1.099245368,2.299511354,3.123662682,8.861573644,19.45338514,39.72434757,94.5372361,183.2819135,268.0896615,411.9211797,493.1518535,536.6939356,509.1301373,381.9575324,96.74297413,94.1306848,99.40938354,104.2075891,101.3404444, ,107.1141722, ,41.95175228,40.72538713, ,43.19605622, ,100, 
2523,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2016,0,0,1,0,1,2,1,15,28,70,164,310,529,891,971,914,741,417,186,5241,0,0,0.364460707,0,0.274750183,0.534582117,0.284161142,4.576617148,8.292905419,17.84571614,40.32545594,83.59828597,164.5146042,280.6087099,406.2438551,489.1729017,543.1834509,534.7662161,452.9184016,96.97115474,94.36339501,99.63271608,103.6282531,100.7852669, ,106.510231, ,40.98912245,39.79434689, ,42.20132368, ,100, 
2524,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2017,0,0,1,0,0,3,2,7,27,81,160,381,537,871,1050,990,718,410,187,5425,0,0,0.357019175,0,0,0.78483079,0.563253351,2.064573975,8.306848843,21.03513647,39.30730698,100.5579515,163.2164274,285.5119876,404.5775055,525.8628932,520.6935813,511.9176936,448.1725584,100.0036868,97.36007066,102.7009009,105.013509,102.1894941, ,107.875479, ,41.81433567,40.61581913, ,43.03003691, ,100, 
2525,S92000003,C33-C34,"Trachea, bronchus and lung",All,d,2018,1,0,0,0,1,3,2,12,25,74,169,360,536,807,1091,1003,740,390,142,5356,0.361190774,0,0,0,0.285205805,0.784641942,0.553620958,3.448305589,7.873470185,19.77092445,41.76066936,93.10505354,159.3786611,268.6301858,402.6350267,524.8506033,527.5991387,478.8272416,338.683903,98.49028153,95.87006708,101.1639645,101.7405846,98.99328101, ,104.524967, ,40.63166494,39.45461523, ,41.82577435, ,100, 
2526,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,1994,0,0,0,0,1,0,3,7,23,56,117,209,402,559,642,465,309,130,30,2953,0,0,0,0,0.536595836,0,1.507969619,3.896769022,13.84724681,32.87175905,83.04586687,157.9038826,328.2650945,513.1688867,701.9922584,898.7938766,893.4250853,932.1000932,727.8020378,120.3664226,116.0638381,124.7877143,182.3169924,175.3405356, ,189.4276439, ,74.08685319,71.36061319, ,76.86348429, ,100, 
2527,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,1995,0,0,0,0,0,0,0,7,26,64,106,228,390,542,596,455,297,126,17,2854,0,0,0,0,0,0,0,3.797228024,15.63561794,36.68525769,74.4585947,171.5756363,319.1985661,497.453077,664.0150629,827.2727273,845.9128453,862.8364035,384.2676311,116.3305892,112.101418,120.6784796,171.0293242,164.5200561, ,177.6631128, ,71.18498695,68.51674387, ,73.90348521, ,100, 
2528,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,1996,0,0,1,1,0,1,2,10,14,64,130,261,342,543,604,461,291,108,30,2863,0,0,0.615358108,0.635699619,0,0.517394814,1.007485618,5.343621586,8.32530536,36.26760962,88.92476281,198.2198189,280.3554448,500.6823295,676.1749099,795.3898445,837.6270113,717.6079734,648.6486486,116.9994524,112.7525943,121.3653358,170.9443931,164.3979265, ,177.6168852, ,70.99286695,68.33239512, ,73.70343667, ,100, 
2529,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,1997,0,0,0,0,1,1,1,6,18,42,122,203,328,507,600,490,287,113,36,2755,0,0,0,0,0.624516,0.537258905,0.505791311,3.154607304,10.49165039,24.88240103,77.56176332,153.714515,268.8678859,465.3937947,678.1959986,800.1959664,846.4079273,727.0153767,744.2629729,112.8024888,108.629232,117.0950143,165.374785,158.9111073, ,171.9655094, ,66.63167096,64.08402372, ,69.22828291, ,100, 
2530,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,1998,0,0,0,0,0,2,2,8,16,47,135,202,328,524,567,466,252,114,35,2698,0,0,0,0,0,1.123052907,1.022735408,4.157118286,9.163645527,28.34569688,82.54507878,151.0788677,265.3549932,480.2316843,638.6789371,728.0908707,775.7187712,705.1837189,672.9475101,110.6195144,106.4844212,114.8740472,158.7406192,152.500131, ,165.1044954, ,65.26252128,62.7439909, ,67.8299163, ,100, 
2531,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,1999,0,0,0,0,0,2,3,5,12,42,118,197,330,424,577,517,222,132,25,2606,0,0,0,0,0,1.183719127,1.557139224,2.575991757,6.738582315,25.48667411,70.42169466,144.556388,264.6563477,389.1979218,647.2963877,775.0775827,703.4889248,801.0194793,452.570601,106.9551638,102.8877607,111.1421403,151.715419,145.7070378, ,157.8434945, ,61.62357611,59.19899084, ,64.09614131, ,100, 
2532,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,2000,0,0,0,0,0,1,3,6,17,40,124,211,315,421,530,449,261,123,35,2536,0,0,0,0,0,0.623736933,1.603052211,3.071771952,9.357368928,24.25874376,72.26991648,153.1515838,251.3364717,384.7981866,591.1483894,682.0494904,761.0660757,736.703402,588.8290713,104.2794888,100.260011,108.4187773,146.7725029,140.8718925, ,152.7924763, ,59.62251117,57.2434675, ,62.04931323, ,100, 
2533,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,2001,0,0,0,2,0,0,2,3,14,39,133,195,341,413,528,461,258,114,29,2532,0,0,0,1.241210677,0,0,1.085882442,1.540911192,7.585691219,23.32187173,76.46402741,137.3442551,273.6274494,374.5861866,585.106383,696.4377436,697.8065075,683.4122655,455.4735354,104.0377067,100.0244131,108.1707228,143.0738988,137.3634917, ,148.8989705, ,58.88118459,56.52303509, ,61.28685165, ,100, 
2534,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,2002,0,0,0,0,0,1,1,2,15,47,94,185,355,448,527,503,316,123,34,2651,0,0,0,0,0,0.67708016,0.561845099,1.031034127,7.961910222,27.52610588,56.2945041,120.7934497,283.6754753,404.3065871,577.0220407,758.8558325,800.7703614,740.7407407,522.7552276,108.8422526,104.7380297,113.0660865,149.2463163,143.4203919, ,155.1866043, ,59.93149581,57.57672517, ,62.3327996, ,100, 
2535,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,2003,0,0,0,0,0,1,1,4,27,42,73,194,317,426,515,434,326,125,36,2521,0,0,0,0,0,0.694160032,0.579404488,2.073699272,14.1177947,24.17655795,44.49944223,121.5759756,250.2052156,378.7407315,558.4471915,647.9642873,791.1469204,782.3746636,540.1350338,103.4006976,99.40336935,107.5175362,140.5221014,134.8749094, ,146.2834859, ,56.13048283,53.86860024, ,58.43823079, ,100, 
2536,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,2004,0,0,0,0,0,1,0,8,20,53,106,182,313,449,485,448,335,112,40,2552,0,0,0,0,0,0.687190764,0,4.178440293,10.31746851,29.89873918,64.96411652,110.9708732,241.3689398,393.8803797,522.2578769,660.3481568,776.2895676,705.334089,590.8419498,104.3078914,100.2998196,108.4350528,139.4774991,133.8950928, ,145.1723192, ,56.16250735,53.90918199, ,58.46132169, ,100, 
2537,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,2005,0,0,0,0,1,0,0,2,20,48,89,218,287,409,500,488,315,132,41,2550,0,0,0,0,0.601717301,0,0,1.063637427,10.15460384,26.45677624,54.415613,129.4905911,218.2277172,356.271777,531.6095009,708.6431227,732.4900009,743.2432432,583.7960985,103.604881,99.62227698,107.7058652,137.813006,132.3171459, ,143.4191289, ,54.49767175,52.31238143, ,56.72705208, ,100, 
2538,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,2006,0,0,0,0,1,0,2,8,15,35,96,193,320,435,466,493,305,160,40,2569,0,0,0,0,0.596701434,0,1.281074052,4.292559385,7.588251363,18.93027709,57.93113436,113.1036099,235.6562659,380.857323,489.5883675,704.4265996,699.2526021,820.8074693,563.8567804,103.7952958,99.82001069,107.8882985,136.8577681,131.4344943, ,142.3891469, ,54.33947032,52.16776423, ,56.55484379, ,100, 
2539,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,2007,0,0,0,1,2,0,1,7,20,52,91,217,336,390,458,482,344,150,45,2596,0,0,0,0.598863357,1.181991182,0,0.656422106,3.829070302,10.07861318,27.48487011,53.64427362,132.3477391,228.2205589,338.4946535,476.2300878,672.6300953,775.8056877,716.5376899,642.4900057,103.9831224,100.0212076,108.0617372,134.9969606,129.6558436, ,140.4443741, ,53.55098232,51.4201469, ,55.72447216, ,100, 
2540,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,2008,0,0,0,1,1,2,2,6,17,53,83,183,354,413,461,419,328,164,43,2530,0,0,0,0.601189152,0.580575118,1.201410456,1.330026002,3.35859745,8.59193369,27.45672975,47.97438284,113.5461134,230.192998,352.371039,470.2066461,573.2187808,723.7742178,743.4270172,623.278736,100.5845033,96.7029,104.5819471,128.8332673,123.6616364, ,134.1093543, ,51.68952811,49.60839353, ,53.81282591, ,100, 
2541,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,2009,0,0,0,0,1,1,2,6,20,33,97,213,301,427,516,516,357,186,48,2724,0,0,0,0,0.577247223,0.596737042,1.313266619,3.461844702,10.18693017,16.85014603,54.86363276,132.9339075,190.5461267,355.9786913,517.0029858,695.0150183,768.6841935,794.6001367,681.8181818,107.5842556,103.5816818,111.7018794,137.3885185,132.0806928, ,142.7994434, ,53.34064153,51.26822708, ,55.45354328, ,100, 
2542,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,2010,0,0,0,0,2,2,2,7,14,39,98,182,294,407,514,423,358,185,56,2583,0,0,0,0,1.137016129,1.186887269,1.284752557,4.151690924,7.276431638,19.59198437,54.22753431,113.4571388,181.1772826,333.9432379,509.7486959,556.7474367,751.2328192,776.9192004,693.498452,101.3649539,97.49318242,105.3510614,127.9294323,122.8770045, ,133.0822275, ,49.93683641,47.94181104, ,51.97196166, ,100, 
2543,S92000003,C33-C34,"Trachea, bronchus and lung",Male, ,2011,0,0,0,0,0,0,2,7,20,44,56,164,271,433,521,503,403,185,47,2656,0,0,0,0,0,0,1.252787452,4.256121214,10.47817135,21.97714377,30.3199294,100.761858,164.613553,342.5226437,517.5633792,649.9715718,819.4054735,759.5352465,519.2222713,103.3342411,99.44134871,107.3404771,128.9861262,124.0130146, ,134.0556358, ,49.10467461,47.16539539, ,51.08247716, ,100, 
